Company Name,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B 
Destiny Logistics & Infra Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,87.71,1.69,6.75,0.53,16985.7,27-03-2023,229.28,0.92,16.15,0.93
Dev Information Technology Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10184.15,27-03-2018,411.28,5.51,13.53,2.14,11623.9,29-03-2019,539.63,6.87,14.24,1.98,8641.45,26-03-2020,364.35,2.01,32.82,1.16,14690.7,31-03-2021,618.3,-0.31,,1.91,17464.75,31-03-2022,1454.65,1.78,74.22,4.28,17359.75,31-03-2023,2072.5,3.9,24.04,4.92
Devyani International Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,211130.05,1.08,161.57,23.64,17359.75,31-03-2023,174297.66,1.91,75.6,15.15
Dhampur Bio Organics Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,9503.38,15.22,9.4,0.95
Dhampur Sugar Mills Ltd.,5682.55,28-03-2013,2245.18,13.82,3.01,0.45,6704.2,31-03-2014,2348.67,-12.99,,0.61,8491,31-03-2015,2146.03,-4.5,,0.57,7738.4,31-03-2016,5603,2.5,37.25,1.36,9173.75,31-03-2017,14396.15,34.97,6.2,1.58,10113.7,28-03-2018,9038.67,43.76,3.11,0.84,11623.9,29-03-2019,15464.99,18.28,12.75,1.35,8597.75,31-03-2020,5467.02,32.66,2.52,0.4,14690.7,31-03-2021,12129.01,21.71,8.41,0.78,17464.75,31-03-2022,35497.44,21.96,24.34,4,17359.75,31-03-2023,14840.95,21.69,10.31,1.43
Dhani Services Ltd.,5682.55,28-03-2013,1883.57,3.23,2.52,0.91,6704.2,31-03-2014,4160.03,3.5,5.15,2.25,8491,31-03-2015,9142.81,4.28,8.17,3.72,7738.4,31-03-2016,4217.32,0.52,27.58,2.09,9173.75,31-03-2017,18700.08,1.37,42.67,6.97,10113.7,28-03-2018,128130.26,1.11,219.7,4.21,11623.9,29-03-2019,197301.18,1.06,308.91,11.1,8597.75,31-03-2020,59066.83,4.5,23.93,1.75,14690.7,31-03-2021,102545.04,-0.34,,2.03,17464.75,31-03-2022,38030.25,-0.41,,0.66,17359.75,31-03-2023,16252.53,0.41,64.55,0.28
Dhanlaxmi Bank Ltd.,5682.55,28-03-2013,3894.99,-12.77,,0.55,6704.2,31-03-2014,4539.94,-20.07,,0.62,8491,31-03-2015,5482.95,-13.89,,0.76,7738.4,31-03-2016,3477.86,-6.78,,0.68,9173.75,31-03-2017,6242.94,0.24,122.17,0.95,10113.7,28-03-2018,5414.46,-0.24,,0.71,11623.9,29-03-2019,4377.11,-2.2,,0.74,8597.75,31-03-2020,2036.75,2.57,3.13,0.3,14690.7,31-03-2021,3744.58,1.37,10.84,0.52,17464.75,31-03-2022,3137.35,-0.19,,0.41,17359.75,31-03-2023,3656.02,1.25,11.57,0.45
Dhanuka Agritech Ltd.,5682.55,28-03-2013,5952.32,12.87,9.24,2.35,6704.2,31-03-2014,12587.41,16.38,15.36,3.79,8491,31-03-2015,34008.26,18.43,36.89,8.25,7738.4,31-03-2016,29463.99,15.65,37.63,6.13,9173.75,31-03-2017,39029.54,24.74,32.15,7.48,10113.7,28-03-2018,27032.34,24.71,22.29,4.44,11623.9,29-03-2019,18550.79,21.42,18.21,2.99,8597.75,31-03-2020,15472.47,29.19,11.14,2.19,14690.7,31-03-2021,32125.07,45.13,15.28,4.03,17464.75,31-03-2022,33429.26,44.65,16.07,3.48,17359.75,31-03-2023,27866.59,45.5,13.44,2.63
Dhanuka Realty Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9173.75,31-03-2017,133.76,1.82,20.9,1.51,10114.75,22-03-2018,109.82,-2.39,,1.34,11445.05,27-03-2019,60.54,1.49,5.77,0.65,11583.9,25-10-2019,51.04,-0.82,,0.59,11178.4,14-08-2020,52.8,-0.14,,0.6,17464.75,31-03-2022,93.63,0.14,93.63,1.05,16988.4,20-03-2023,66.88,-1.53,,0.83
Dhanus Technologies Ltd.,5682.55,28-03-2013,142.75,-0.08,,0.02,5840.55,16-09-2013,57.1,-0.1,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dharani Sugars & Chemicals Ltd.,5682.55,28-03-2013,808.22,9.55,2.88,0.64,6704.2,31-03-2014,689.19,-11.55,,0.75,8491,31-03-2015,414.4,-25.23,,2.3,7738.4,31-03-2016,786.18,-4.1,,0.43,9173.75,31-03-2017,1042.48,-5.29,,0.6,10113.7,28-03-2018,468.12,-6.59,,0.35,11623.9,29-03-2019,380.14,-51.43,,,8597.75,31-03-2020,200.86,-19.48,,,14690.7,31-03-2021,215.8,-11.58,,,17464.75,31-03-2022,547.8,-12.11,,,17359.75,31-03-2023,272.24,-9.45,,
Dharmaj Crop Guard Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,4893.85,9.79,14.79,1.52
Dhruv Consultancy Services Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,889.21,3.81,16.32,1.94,17359.75,31-03-2023,661.96,1.95,22.44,1.19
Dhunseri Investments Ltd.,5682.55,28-03-2013,314.73,13.97,3.85,0.17,6704.2,31-03-2014,316.78,13.59,3.98,0.17,8491,31-03-2015,585.54,35.8,2.79,0.26,7738.4,31-03-2016,844.46,28.14,4.92,0.34,9173.75,31-03-2017,1067.01,20.91,8.37,0.4,10113.7,28-03-2018,2311.14,19.62,19.32,0.84,11623.9,29-03-2019,1617.58,9.58,27.7,0.58,8597.75,31-03-2020,745.99,16.52,7.41,0.25,14690.7,31-03-2021,1622.76,11.32,23.52,0.51,17464.75,31-03-2022,3812.26,16.65,37.56,1.1,17359.75,31-03-2023,3654.65,11.79,50.83,1.04
Dhunseri Tea & Inds. Ltd.,,,,,,,,,,,,,8491,31-03-2015,1475.94,25.24,8.35,0.98,7738.4,31-03-2016,1711.31,31.83,7.67,1.03,9173.75,31-03-2017,2106.39,16.69,18.02,0.35,10113.7,28-03-2018,1934.42,3.98,69.33,0.31,11623.9,29-03-2019,1551.95,8.84,25.07,0.25,8597.75,31-03-2020,783.85,-49.64,,0.12,14690.7,31-03-2021,1807.28,73.26,3.52,0.26,17464.75,31-03-2022,2746.64,38.85,6.73,0.45,17359.75,31-03-2023,1908.67,-13.16,,0.32
Dhunseri Ventures Ltd.,5682.55,28-03-2013,3082.18,18.75,4.69,0.39,6704.2,31-03-2014,3952.54,19.93,5.66,0.47,8491,31-03-2015,1640.91,10.6,4.42,0.29,7738.4,31-03-2016,2618.1,5.76,12.97,0.34,9173.75,31-03-2017,2654.88,45.66,1.66,0.35,10113.7,28-03-2018,4532.2,8.41,15.39,0.56,11623.9,29-03-2019,3266.06,12.42,7.51,0.37,8597.75,31-03-2020,1623.4,4.79,9.67,0.19,14690.7,31-03-2021,3453.44,34.87,2.83,0.32,17464.75,31-03-2022,8034.68,48.21,4.76,0.6,17359.75,31-03-2023,7637.15,34.45,6.33,0.53
Diamond Power Infrastructure Ltd.,5682.55,28-03-2013,2693.74,28.35,2.55,0.39,6704.2,31-03-2014,2600.12,19.26,2.5,0.28,8491,31-03-2015,2376.02,-15.88,,0.3,7738.4,31-03-2016,1419.31,-47.39,,0.28,9173.75,31-03-2017,9331.99,-29.97,,1.53,10113.7,28-03-2018,2009.34,-12.69,,0.4,11623.9,29-03-2019,431.54,,,0.09,8597.75,31-03-2020,94.4,,,0.02,14690.7,31-03-2021,202.28,-0.89,,,17222,28-03-2022,418.05,-0.3,,,17936.35,12-09-2022,525.94,-1.09,,
Digicontent Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,244.39,-1.85,,0.24,14690.7,31-03-2021,413.13,-2.81,,0.48,17464.75,31-03-2022,657.51,-2.53,,0.92,17359.75,31-03-2023,910.63,-2.46,,1.6
Digispice Technologies Ltd.,5682.55,28-03-2013,6428.33,2.26,11.96,0.99,6704.2,31-03-2014,5753.58,-1.97,,0.92,8491,31-03-2015,6049.79,-0.23,,2.27,7738.4,31-03-2016,3190.1,-2.7,,1.77,9173.75,31-03-2017,3315.42,-1.77,,3.58,10113.7,28-03-2018,3680,-2.37,,4.88,11623.9,29-03-2019,1822.91,-2.48,,0.59,8597.75,31-03-2020,660.92,-3.53,,0.29,14690.7,31-03-2021,11556.86,-0.68,,5.09,17464.75,31-03-2022,7101.24,-0.43,,3.13,17359.75,31-03-2023,4399.29,-0.47,,2.03
Digjam Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9173.75,31-03-2017,1012.26,-2.53,,0.97,10113.7,28-03-2018,784.39,-2.91,,0.95,11623.9,29-03-2019,385.62,-4.72,,0.91,8597.75,31-03-2020,74.5,-2.01,,0.65,14919.1,02-03-2021,425.06,-1.71,,2,17464.75,31-03-2022,3800,-1.82,,9.51,17359.75,31-03-2023,1664,-4.15,,5.99
Digjam Ltd. [Merged],5682.55,28-03-2013,407.53,-0.54,,,6704.2,31-03-2014,503.94,-0.25,,4.15,8491,31-03-2015,683.6,-1.86,,,7597,29-03-2016,1121.81,-1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diligent Media Corpn. Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,947.55,-3.04,,,11623.9,29-03-2019,147.14,-4.9,,,8597.75,31-03-2020,35.31,0.02,15.35,,14690.7,31-03-2021,82.4,0.25,2.8,,17464.75,31-03-2022,282.5,-0.59,,,17359.75,31-03-2023,264.84,2.83,0.79,
Dilip Buildcon Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9173.75,31-03-2017,47835.23,26.3,13.3,2.58,10113.7,28-03-2018,137221.11,43.72,22.95,6.08,11623.9,29-03-2019,87737.81,56.84,11.29,2.94,8597.75,31-03-2020,28865.26,30.66,6.88,0.8,14690.7,31-03-2021,79326.47,23.53,24.65,2.03,17464.75,31-03-2022,35252.43,-10.16,,0.81,17359.75,31-03-2023,24695.71,-9.44,,0.54
Dish T V India Ltd.,5682.55,28-03-2013,71453.8,-1.13,,,6704.2,31-03-2014,55484.14,-0.04,,,8491,31-03-2015,87323.59,0.23,362.64,,7738.4,31-03-2016,92410.48,3.78,22.91,84.19,9173.75,31-03-2017,114591.66,1.54,69.77,41.29,10113.7,28-03-2018,131190.52,1.35,52.77,21.75,11623.9,29-03-2019,71626.08,-1.12,,1.06,8597.75,31-03-2020,7457.21,2.86,1.41,0.19,14690.7,31-03-2021,17031.91,-0.17,,0.52,17464.75,31-03-2022,30104.54,1.86,8.8,3.6,17359.75,31-03-2023,23936.33,0.96,13.55,
Dishman Carbogen Amcis Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,51702.66,1.97,162.64,277.23,11623.9,29-03-2019,33626.5,1.91,109.35,0.7,8597.75,31-03-2020,8368.65,2.34,22.83,0.17,14690.7,31-03-2021,17089.36,-13.29,,0.37,17464.75,31-03-2022,28965.68,-4.51,,0.68,17359.75,31-03-2023,19558.69,-3.63,,0.47
Dishman Pharmaceuticals & Chemicals Ltd. [Merged],5682.55,28-03-2013,5572.14,6.26,11.03,0.8,6704.2,31-03-2014,6778.56,10.58,7.94,0.85,8491,31-03-2015,13468.35,6.07,27.51,1.61,7738.4,31-03-2016,27021.44,10.69,31.31,2.97,9173.75,31-03-2017,46594.53,1.5,192.22,5.09,9604.9,29-05-2017,48611.95,1.5,200.54,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divgi Torqtransfer Systems Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,20137.33,16.73,39.36,3.65
Divi'S Laboratories Ltd.,5682.55,28-03-2013,131075.11,48.43,20.39,5.03,6704.2,31-03-2014,181301.77,59.61,22.91,5.97,8491,31-03-2015,236990.44,63.71,28.02,6.65,7738.4,31-03-2016,262083.86,41.78,23.63,6.02,9173.75,31-03-2017,165612.57,39.57,15.76,3.06,10113.7,28-03-2018,289413.85,32.57,33.47,4.81,11623.9,29-03-2019,452119.54,49.36,34.51,6.71,8597.75,31-03-2020,528030.28,50.56,39.34,7.22,14690.7,31-03-2021,961739.57,73.57,49.24,10.37,17464.75,31-03-2022,1168605.96,111.15,39.61,10,17359.75,31-03-2023,749510.72,68.13,41.44,5.9
Dixon Technologies (India) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,37271.44,48.16,68.34,4.84,11623.9,29-03-2019,26625.29,49.93,47.08,7.74,8597.75,31-03-2020,41419.37,96.46,37.11,8.06,14690.7,31-03-2021,215075.46,26.04,141.03,30.62,17464.75,31-03-2022,255692.53,25.51,168.9,27.72,17359.75,31-03-2023,170419.5,35.46,80.69,15.19
Dodla Dairy Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,26608.13,22.9,19.53,3.38,17359.75,31-03-2023,27589.76,15.93,29.12,3.12
Dolat Algotech Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,6204,4.03,8.74,2.82,14690.7,31-03-2021,12284.8,8.26,8.45,3.38,17464.75,31-03-2022,14907.2,9.54,8.88,2.83,17359.75,31-03-2023,7400.8,6.59,6.38,1.16
Dollar Industries Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,22071.08,11.09,35.08,6.48,11623.9,29-03-2019,16246.33,12.56,22.81,4.1,8597.75,31-03-2020,6216.09,10,10.96,1.34,14690.7,31-03-2021,13070.23,15.16,15.2,2.41,17464.75,31-03-2022,31216.55,25.97,21.19,4.62,17359.75,31-03-2023,19725.87,9.05,38.45,2.75
Dollex Agrotech Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,651.66,2.44,10.68,1.53
Dolphin Offshore Enterprises (India) Ltd.,5682.55,28-03-2013,1514.56,9.77,9.24,0.61,6704.2,31-03-2014,1384.57,-17.69,,0.64,8491,31-03-2015,2027.8,-22.32,,1.18,7738.4,31-03-2016,1387.93,-16.04,,0.95,9173.75,31-03-2017,2154.43,-24.17,,1.92,10113.7,28-03-2018,1397.99,-18.6,,1.42,11623.9,29-03-2019,787.47,-1.29,,0.82,8281.1,30-03-2020,60.38,,,0.06,9029.05,26-05-2020,63.74,,,0.07,,,,,,,,,,,,
Donear Industries Ltd.,5682.55,28-03-2013,626.6,-1.46,,1,6704.2,31-03-2014,488.8,0.26,36.75,0.74,8491,31-03-2015,754,0.59,24.72,1.05,7738.4,31-03-2016,1393.6,0.86,31.04,1.82,9173.75,31-03-2017,4079.4,1.6,48.91,4.71,10113.7,28-03-2018,2594.8,2.17,22.94,2.67,11623.9,29-03-2019,2228.2,2.69,15.93,2.03,8597.75,31-03-2020,1084.2,2.19,9.52,0.89,14690.7,31-03-2021,1549.6,-1.23,,1.35,17464.75,31-03-2022,2748.2,4.18,12.63,2.02,17359.75,31-03-2023,4191.2,6.97,11.57,2.45
Dr. Datsons Labs Ltd.,5682.55,28-03-2013,1854.63,31.66,4.22,0.48,6704.2,31-03-2014,1343.77,0.26,161.9,0.33,8491,31-03-2015,630.1,-0.56,,0.1,8421,21-05-2015,701.33,-0.56,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Lal Pathlabs Ltd.,,,,,,,,,,,,,,,,,,,7738.4,31-03-2016,76335.67,14.35,64.35,15.95,9173.75,31-03-2017,80370.69,18.26,53,13.71,10113.7,28-03-2018,73024.48,18.99,46.15,10.39,11623.9,29-03-2019,87033.64,22.7,46.01,9.89,8597.75,31-03-2020,116824.51,27.41,51.13,11.5,14690.7,31-03-2021,225618.75,33.3,81.3,18.54,17464.75,31-03-2022,217588.47,41.41,63.05,14.62,17359.75,31-03-2023,152404.82,34.95,52.3,8.96
Dr. Reddy'S Laboratories Ltd.,5682.55,28-03-2013,300016.13,65.71,26.88,3.94,6704.2,31-03-2014,436142.13,111.21,23.05,4.68,8491,31-03-2015,594417.32,99.27,35.14,5.59,7738.4,31-03-2016,517828.35,81.02,37.46,4.29,9173.75,31-03-2017,436290.2,83.96,31.35,3.76,10113.7,28-03-2018,345185.94,37.42,55.6,2.88,11623.9,29-03-2019,461704.85,75.38,36.88,3.68,8597.75,31-03-2020,518581.52,177.6,17.57,3.41,14690.7,31-03-2021,751016.36,104.05,43.4,4.42,17464.75,31-03-2022,714873.91,98.59,43.57,3.9,17359.75,31-03-2023,769816.74,158.6,29.15,3.76
Dreamfolks Services Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,22491.01,13.68,31.46,14.35
Dredging Corpn. Of India Ltd.,5682.55,28-03-2013,5460,11.51,16.94,0.39,6704.2,31-03-2014,6676.6,13.4,17.79,0.47,8491,31-03-2015,10453.8,21.46,17.39,0.71,7738.4,31-03-2016,10620.4,8.97,42.3,0.71,9173.75,31-03-2017,19230.4,0.68,1006.83,1.26,10113.7,28-03-2018,16280.6,-0.61,,1.07,11623.9,29-03-2019,11926.6,-22.95,,0.81,8597.75,31-03-2020,4072.6,-4.38,,0.26,14690.7,31-03-2021,10381,-65.48,,0.74,17464.75,31-03-2022,8803.2,-10,,0.63,17359.75,31-03-2023,7924,4.49,63.09,0.56
Ducol Organics & Colours Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,1773.15,2.42,50.37,3.31
Ducon Infratechnologies Ltd.,5682.55,28-03-2013,41.6,0.02,32,0.17,6704.2,31-03-2014,39.21,0.01,35.65,0.15,8491,31-03-2015,227.43,0.02,189.52,0.88,7738.4,31-03-2016,1274.38,0.05,335.36,4.87,9173.75,31-03-2017,3133,0.59,68.11,4.65,10113.7,28-03-2018,2368.38,0.78,38.57,3.41,11623.9,29-03-2019,1266.57,0.53,22.95,1.63,8597.75,31-03-2020,256.45,0.08,29.82,0.32,14690.7,31-03-2021,1060.05,0.02,252.39,0.92,17464.75,31-03-2022,4370.6,0.04,526.58,3.33,17359.75,31-03-2023,1442.67,0.15,37.18,0.96
Dudigital Global Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17498.25,30-03-2022,1169.48,-0.15,,19.14,17080.7,29-03-2023,2601.89,0.62,289.1,11.42
Duncans Industries Ltd.,5682.55,28-03-2013,425.78,-10.4,,,6704.2,31-03-2014,951.98,-5.17,,,8491,31-03-2015,944.8,-9.87,,,7716.5,23-03-2016,765.1,-13.48,,,8711.35,08-08-2016,711.13,-10.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwarikesh Sugar Inds. Ltd.,5682.55,28-03-2013,471.49,17.62,1.64,0.41,6704.2,31-03-2014,459.26,-12.08,,0.49,8491,31-03-2015,324.66,-6.85,,0.45,7738.4,31-03-2016,3373.87,20.92,9.89,3.93,9173.75,31-03-2017,8292.8,81.18,5.42,2.9,10113.7,28-03-2018,4735.78,8.15,3.09,1.19,11623.9,29-03-2019,5790.27,2.84,10.81,1.35,8597.75,31-03-2020,3116.39,3.9,4.24,0.64,14690.7,31-03-2021,5799.69,4.78,6.44,1,17464.75,31-03-2022,23641.25,8.25,15.22,3.51,17359.75,31-03-2023,16071.53,5.4,15.8,2.17
Dynacons Systems & Solutions Ltd.,5682.55,28-03-2013,21.32,1.37,2.63,0.13,6704.2,31-03-2014,12.73,1.08,1.99,0.08,8491,31-03-2015,52.72,1.16,7.64,0.33,7615.1,28-03-2016,84.4,1.18,12.06,0.51,9173.75,31-03-2017,121.82,2.13,8.96,0.64,10113.7,28-03-2018,248.35,2.59,13.87,1.16,11623.9,29-03-2019,253.18,3.25,8.5,0.88,8597.75,31-03-2020,137.14,6.67,2.24,0.38,14690.7,31-03-2021,758.97,9.12,8.21,1.59,17464.75,31-03-2022,2372.34,14.67,14.33,3.55,17359.75,31-03-2023,3973.57,26.3,11.9,3.83
Dynamatic Technologies Ltd.,5682.55,28-03-2013,3621.08,21.37,31.3,2.64,6704.2,31-03-2014,4698.24,-23.41,,3.29,8491,31-03-2015,24460.53,-25.45,,9.05,7738.4,31-03-2016,11018.57,0.46,3799.51,4.01,9173.75,31-03-2017,17293.43,24.16,112.88,3.58,10113.7,28-03-2018,10796.94,-11.54,,2.24,11623.9,29-03-2019,10224.31,67.52,23.88,2.01,8597.75,31-03-2020,2939.58,21.6,21.46,0.95,14690.7,31-03-2021,6008.52,44.5,21.29,1.79,17464.75,31-03-2022,13550.71,53.44,39.98,3.63,17359.75,31-03-2023,18760.68,42.92,64.36,3.66
Dynamic Cables Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,3655.42,13.55,12.25,2.06
Dynamic Services & Security Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,205.48,1.59,9.56,0.45,17359.75,31-03-2023,263.6,7.16,2.72,0.48
Dynemic Products Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,2051.02,15.19,11.92,2.29,11623.9,29-03-2019,1329.39,14.65,8.01,1.3,8597.75,31-03-2020,1307.87,21.66,5.33,1.03,14690.7,31-03-2021,5902.69,24.95,20.88,3.8,17464.75,31-03-2022,6581.26,12.62,46.02,3.88,17359.75,31-03-2023,2731.74,-3.1,,1.51
E 2 E Networks Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11623.9,29-03-2019,619.52,3.34,12.99,2.21,8660.25,27-03-2020,195.79,-3.73,,0.67,14845.1,30-03-2021,562.74,-3.76,,2.31,17498.25,30-03-2022,1737.02,2.76,43.53,5.45,17359.75,31-03-2023,2558.48,6.85,25.82,5.29
E C E Industries Ltd.,5682.55,28-03-2013,968.44,3.88,32.28,0.69,6704.2,31-03-2014,744.39,-4.14,,0.53,8491,31-03-2015,963.42,-1.68,,0.68,7738.4,31-03-2016,1265.89,-17.25,,0.9,9173.75,31-03-2017,1686.96,24.42,9.48,0.79,10113.7,28-03-2018,2094.76,49.97,5.75,0.93,11623.9,29-03-2019,1958.09,-34.78,,0.7,11301.8,09-05-2019,1690.24,-5.97,,0.64,,,,,,,,,,,,,,,,,,
E D & Tech Intl. Ltd.,5682.55,28-03-2013,32.58,-5.17,,0.04,6704.2,31-03-2014,21.08,-7.2,,1.08,8542.95,24-03-2015,30.66,-6.2,,2.51,7615.1,28-03-2016,46,-0.19,,9.2,9173.75,30-03-2017,23,-4.26,,,9912.85,04-09-2017,1.92,-0.07,,,10211.8,02-04-2018,1.92,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,
E I D-Parry (India) Ltd.,5682.55,28-03-2013,26189.26,10.68,13.95,1.83,6704.2,31-03-2014,23564.11,-0.16,,1.85,8491,31-03-2015,30793.98,7.06,24.79,2.26,7738.4,31-03-2016,38274.9,-6.69,,2.98,9173.75,31-03-2017,49797.84,14.61,19.39,3.37,10113.7,28-03-2018,48443.53,11.65,23.5,3.33,11623.9,29-03-2019,36222.02,6.58,31.09,2.29,8597.75,31-03-2020,24611.15,-0.26,,1.44,14690.7,31-03-2021,56380.55,5.87,54.23,2.17,17464.75,31-03-2022,80258.53,16.12,28.07,2.91,17359.75,31-03-2023,83202.49,17.14,27.35,2.89
E I H Associated Hotels Ltd.,5682.55,28-03-2013,3270.76,5.53,19.4,1.39,6704.2,31-03-2014,4829.2,7.79,20.35,2.29,8491,31-03-2015,6709.09,8.44,26.1,3.11,7738.4,31-03-2016,9014,12.57,23.53,3.71,9173.75,31-03-2017,10735.45,13.67,25.77,3.82,10113.7,28-03-2018,14542.45,12.89,37.03,4.79,11623.9,29-03-2019,11751.56,11.71,32.93,3.81,8597.75,31-03-2020,6354.13,13.3,15.68,1.84,14690.7,31-03-2021,7143.26,-7.24,,2.24,17464.75,31-03-2022,13345.05,4.39,99.74,4.02,17359.75,31-03-2023,12714.36,21.21,19.68,3.2
E I H Ltd.,5682.55,28-03-2013,31522.05,1.26,43.83,1.3,6704.2,31-03-2014,41695.99,1.8,40.52,1.72,8491,31-03-2015,61386.56,1.6,67.21,2.52,7738.4,31-03-2016,59614.69,1.45,71.73,2.41,9173.75,31-03-2017,68845.54,1.42,84.99,2.69,10113.7,28-03-2018,90936.69,1.04,153.64,3.48,11623.9,29-03-2019,117714.72,2.28,90.47,4.11,8597.75,31-03-2020,37609.27,2.1,31.4,1.29,14690.7,31-03-2021,58127.6,-4.71,,1.99,17464.75,31-03-2022,96712.57,-1.74,,3.44,17359.75,31-03-2023,103591.58,5.73,28.9,3.32
E L Forge Ltd.,5682.55,28-03-2013,93.49,-17.32,,0.63,6704.2,31-03-2014,59.96,-8.4,,,8910.5,27-01-2015,135.16,-6.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E P L Ltd.,5682.55,28-03-2013,4854.43,3.77,8.2,0.69,6704.2,31-03-2014,9033.32,3.57,16.1,1.24,8491,31-03-2015,19622.67,3.58,34.92,4.1,7738.4,31-03-2016,25072.1,4.15,38.47,4.19,9173.75,31-03-2017,37335.17,4.13,57.56,6,10113.7,28-03-2018,37613.57,4.69,51.07,5.54,11623.9,29-03-2019,36773.17,2.11,55.41,5.48,8597.75,31-03-2020,48926.44,3.62,42.81,7.02,14690.7,31-03-2021,74536.6,4.81,49.1,10.15,17464.75,31-03-2022,61152.56,5.48,35.33,8.05,17359.75,31-03-2023,51613.64,5.25,30.89,5.74
E S L Steel Ltd.,5682.55,28-03-2013,10605.66,-1.07,,0.55,6704.2,31-03-2014,8637.6,-1.33,,0.58,8491,31-03-2015,9516.48,-2.56,,0.87,7738.4,31-03-2016,8070.94,-1.56,,0.9,9173.75,31-03-2017,10480.17,-6.29,,,10113.7,28-03-2018,5782.16,-5.43,,,10737.6,12-12-2018,60811.88,-2.84,,,,,,,,,,,,,,,,,,,,,,,,,,
